"id","size","entropy","trend","season","linearity","skewness","kurtosis","non_linear","hurt_long_term","chaos","white_noise","outliers","variance_sta","stacionarity"
45,666,0.519576589097431,0.962021063767417,0.125501846374838,2.96630898731216,0.325363035026556,-0.392092251834246,0.219007743228619,0.999342153937752,-0.871990156459592,6099.42425286667,0.00900900900900901,0.00877933647292752,0.0982519473544587
146,76,0.476824508772493,0.92260111298566,0.208943426747537,-1.4987729825917,-0.814911134765735,0.252404533258394,0.0431693506692602,0.994770390343242,0.0198723195617549,262.905544930712,0,0.091344663396921,0.727064485160456
198,486,0.386075737545587,0.976565342342559,0.214945197958433,-4.03209550811242,0.293144830445105,-0.0976336514671785,0.499875032048901,0.99950935513785,0.0174124198044015,4640.55683296744,0.0411522633744856,0.00684700087581085,0.01
205,918,0.0952451151879104,0.999648343874733,0.191240280040978,-7.87680679667638,0.476262402371189,-0.834687032746374,0.00671770021088434,0.999954177318763,0.00378610219272441,10511.6856745531,0.00980392156862745,1.08198046216143e-05,0.433513074216749
211,475,0.27844847276339,0.969854032846697,0.183740417985058,-3.35308341857439,1.46107584200254,4.20309578675447,0.523009788508256,0.999592718831625,0.00992751765989946,4267.37851583907,0.0778947368421053,0.0622157311520604,0.036998847648085
213,475,0.238968389953138,0.996143832657871,0.178402135673547,-3.57723160649327,-0.58682756460979,0.726750600915143,0.118146755882072,0.99981416052564,0.00358556775255021,4763.13963065805,0.0126315789473684,0.00251050462964836,0.946801443388874
238,85,0.600705731821774,0.882965679356752,0.212956716985085,-0.23257179799961,-0.154679382823254,-0.45065709393175,0.0872684956961448,0.995211310973306,0.00557283851602778,252.37928903722,0.0352941176470588,1.12405761483866,0.66779419652555
263,67,0.730756046952051,0.495593510696855,0.919448824414596,0.244385955206306,0.972386780054052,0.809393847448624,0.0835602565041375,0.797073649003043,-0.0172952612611815,69.2597994860713,0,0.0259177652487637,0.601809091563791
312,126,0.870038787744334,0.588364940674428,0.310370850810796,-0.0977411463301252,-1.95927755723868,5.50406376065467,2.33496382051312,0.965142115119188,0.181879001219999,116.997078284577,0.00793650793650794,1.3469923230691,0.296555584111083
342,450,0.408810563233225,0.993277714477853,0.113150008273545,-1.44411249344987,1.05409476454424,0.347661130371204,0.0272723394485995,0.99968183499194,-0.165093475633989,4341.12385629843,0.0311111111111111,0.0168588496664634,0.397819710881861
347,128,0.332403488748941,0.967084941502732,0.402789950529469,-2.5629324419747,-0.2576719820025,-1.20189921272412,1.45028237735401,0.998392993623543,0.117693339109683,1112.59411614977,0,0.00341706195743214,0.338135451576542
405,267,0.618416205910138,0.914913209799366,0.405105860733519,1.0501053877925,-0.569883667250946,0.234559325676495,0.0019119861941842,0.998538740080407,-0.476976020595187,1389.72506425721,0,0.126101165789002,0.0912183443889878
406,267,0.386648626166044,0.99249204704822,0.748484768913541,2.59218783368542,-0.261392837069797,-1.07037647097856,0.00983258799319566,0.999633431282071,-0.866811764324238,2682.24900048117,0,0.00334485107750438,0.36552355238613
429,407,0.306917115558168,0.986932675133903,0.664114594682538,-4.68166801937357,0.550449637485804,-1.01597918875053,0.568383755401246,0.99947606837475,0.0319405924775334,4065.97065634796,0.0171990171990172,0.00343766893771793,0.01
475,127,0.192279184909437,0.977084230373579,0.117243235889624,-2.64488562889832,-0.466606303963563,-1.6610411343975,0.0689126777729939,0.999544740568402,-5.08613797202906,1068.12617975126,0.362204724409449,0.0523011888479732,0.647958436746807
515,93,0.204260108816162,0.970485985985448,0.117206657359552,-2.81942611437184,-0.419372962260748,-1.4055156444058,0.0691051986673471,0.997528213048149,-0.815544736926514,723.338822911257,0.010752688172043,0.00527880087785644,0.251961747027703
559,234,0.150762878828042,0.999417433949701,0.408320211054606,-4.86508902564375,0.114919487582678,-1.34916652990872,0.125924660255444,0.999954177318763,0.00138415347543878,2450.80920157171,0,8.54121298791659e-06,0.914250693409439
562,234,0.222321179886406,0.987414479381127,0.617674468713317,-3.72591690651779,-0.772436675153104,0.0445925480865048,0.535655328827634,0.999592718831625,0.0534891853943863,2111.02750355237,0.162393162393162,0.020160224045921,0.6166545344278
598,630,0.138116220824135,0.99967439769793,0.583768506625468,-6.21543037117669,0.994734282651288,0.0800650173680331,0.0229529960769862,0.999954177318763,0.00204108736580068,6931.06642780818,0.0571428571428571,7.73507349277142e-06,0.430980720321156
644,141,0.210861043642173,0.997126189088277,0.247992343598047,-2.8943015111407,0.251251911589889,-1.37534161925327,0.340887636523253,0.999406879355179,-0.268069766655105,1287.50634412416,0.0141843971631206,6.58576259255386e-05,0.0611772180786801
669,306,0.613080163951761,0.818127204891009,0.926469419974428,-0.255936709554829,2.49828328293767,7.29582069730639,1.09965770215898,0.994545181257278,-0.163664521878822,687.609223350086,0.0620915032679739,1.1077349297026,0.669506387367869
723,306,0.381391394234812,0.976420728603258,0.840197105142693,-2.86961637785535,-0.155708463148161,-0.890213029459091,0.180242279373176,0.998292885495808,-0.285031390076104,2485.2477608408,0,0.00640191634366039,0.713855019704853
928,306,0.439307040158949,0.994267506132938,0.972821942328774,-2.58820863567375,-0.307741950044333,-0.593814346592925,0.282170821128961,0.997134439167288,-0.269877401571372,2199.13288448275,0.0294117647058824,0.00987700696630217,0.0457513541063036
936,306,0.0609738450330267,0.998920786382574,0.429573872827681,-5.87137936502114,-0.11915726660787,-1.63579805439556,0.427591971325305,0.999954177318763,-1.81535104881269,3410.38727096126,0,6.67659848877666e-06,0.465502562038633
951,224,0.161293658835244,0.984981214834039,0.610924624364855,-3.96578445282865,0.107906757068226,-1.49821634199151,0.139411637270302,0.999692023168649,-0.885796780765469,2189.43350785148,0.00446428571428571,0.0097044717151238,0.165751329908463
967,306,0.385742352755902,0.991849255819321,0.945414815204375,-3.25048120277643,0.135067209463536,-1.06528841958708,0.140610259211751,0.998794939189578,-0.0871674142440653,2528.03757467938,0,0.002410914235945,0.599194980282246
1122,306,0.466404878148474,0.875630522350044,0.929755190183179,-1.79630062509593,-0.679084230203629,-0.153870074199316,0.14892020632771,0.987686267826833,-0.14992759484539,612.810332808878,0,0.037843012862002,0.672283951201315
1163,306,0.177517880676691,0.992312989348664,0.973165364884676,-3.28737358703392,0.0448773363099409,-0.782409995605529,0.00872574049783231,0.998901771037682,-0.0941493160702227,1935.1923415537,0,0.00904349127355444,0.156010504231101
1165,306,0.61444833555139,0.867926016592642,0.317847307472077,0.942687557668838,0.874691344604366,2.09962606114817,1.50442438399169,0.998037805233924,0.0325900574880109,1628.85868398948,0.0130718954248366,0.380085674309836,0.802149694823103
1366,306,0.113556688022951,0.994265388193406,0.798549758679931,-4.57047875620138,-0.255311620187931,-1.07917747594811,0.0813422486990926,0.999633431282071,-0.331462358394748,3048.95777979282,0,0.000525958015315701,0.204348827866135
1373,102,0.82566262942766,0.485091855388187,0.461759173296278,0.24958604988843,0.306229972936329,1.0538054869442,0.149706586580035,0.917922933629947,0.0564153016869501,68.6246723405794,0,0.176144104931716,0.98137325176247
1397,306,0.388105968695261,0.986074474341922,0.66135581252599,-0.98706101948331,0.279243521363354,-0.773967705700776,0.0123011228936358,0.999121969532423,-2.24826278560522,2753.69103165421,0.00326797385620915,0.0191572039535933,0.530590259815004
1497,306,0.276487237224013,0.995977889884223,0.994630723145894,-2.94497637323682,-0.362918377025352,-0.660102750178472,0.485950376986521,0.989252284773026,0.0151881530085137,1175.95537008748,0.173202614379085,0.0148360576977385,0.99
1508,306,0.871234227117301,0.575901312512923,0.25531264186215,0.371239896827898,4.26708234624798,26.878476395911,0.521830104726762,0.992591847275558,-2.12444438931371,366.564391674631,0.0457516339869281,0.655092447155624,0.389597326819532
1541,666,0.0581689409850902,0.999643222255104,0.837175738317453,-8.1103482501348,-0.229804361453033,-1.44907534990878,0.0543605585046159,0.999913464864144,-0.287255916208832,7605.43105846823,0,5.1220723345812e-06,0.471069727882549
1630,384,0.294460027322546,0.994674511359207,0.417234462632949,-0.746035216750237,1.19482153446302,1.34872637369444,0.106997311444179,0.999475408766099,-0.484985176731966,3529.04835037283,0.0260416666666667,0.00110613862731746,0.095108478152956
1640,306,0.107899593377825,0.998367216379838,0.400297936162891,-4.54208515091203,0.463871703765762,-1.29433065054504,0.168372827854568,0.999913464864144,-2.613087491255,3322.282091035,0,4.58145549174333e-05,0.944720273989317
1643,330,0.58249476657265,0.888090728144728,0.320951996691509,1.53938326074656,1.23527006176031,1.79527397909975,0.224618549112987,0.99653139856151,-0.461933689403172,1930.01578338266,0.0333333333333333,0.0486398622469779,0.982555831826328
